Date,Open,High,Low,Close,Volume,Adj Close
2007-06-01,4556.97,4556.97,4376.42,4489.77,000,4489.77
2007-05-01,4392.41,4512.65,4391.87,4512.65,000,4512.65
2007-04-02,4189.55,4416.79,4189.55,4392.34,000,4392.34
2007-03-01,4031.30,4191.58,3906.15,4181.03,000,4181.03
2007-02-01,4211.32,4272.32,4087.12,4087.12,000,4087.12
2007-01-02,4182.12,4195.21,4090.88,4178.54,000,4178.54
2006-12-01,3932.09,4140.66,3932.09,4119.94,000,4119.94
2006-11-01,4014.34,4109.81,3974.62,3987.23,000,3987.23
2006-10-02,3892.48,4027.29,3880.14,4004.80,000,4004.80
2006-09-01,3820.89,3899.41,3739.70,3899.41,000,3899.41
2006-08-01,3640.60,3817.86,3640.60,3808.70,000,3808.70
2006-07-03,3662.92,3710.60,3492.11,3691.87,000,3691.87
2006-06-01,3648.33,3648.92,3408.02,3648.92,000,3648.92
2006-05-01,3839.90,3890.94,3539.77,3637.17,000,3637.17
2006-04-03,3878.64,3888.46,3770.79,3839.90,000,3839.90
2006-03-01,3806.03,3874.61,3727.96,3853.74,000,3853.74
2006-02-01,3728.34,3840.56,3671.37,3774.51,000,3774.51
2006-01-02,3604.33,3691.41,3532.68,3691.41,000,3691.41
2005-12-01,3501.53,3616.33,3499.40,3578.93,000,3578.93
2005-11-01,3312.45,3471.43,3312.45,3447.07,000,3447.07
2005-10-03,3449.34,3464.23,3241.14,3320.15,000,3320.15
2005-09-01,3282.29,3429.42,3274.42,3428.51,000,3428.51
2005-08-01,3320.44,3370.84,3224.10,3263.78,000,3263.78
2005-07-01,3208.61,3333.05,3170.06,3326.51,000,3326.51
2005-06-01,3125.88,3190.80,3099.20,3181.54,000,3181.54
2005-05-02,2949.09,3096.54,2949.09,3076.70,000,3076.70
2005-04-01,3061.11,3090.72,2930.10,2930.10,000,2930.10
2005-03-01,3078.44,3114.54,3032.13,3055.73,000,3055.73
2005-02-01,3008.85,3086.95,3008.85,3058.32,000,3058.32
2005-01-03,2970.02,2984.59,2924.01,2984.59,000,2984.59
2004-12-01,2913.21,2955.10,2888.01,2951.24,000,2951.24
2004-11-01,2834.03,2922.24,2834.03,2876.39,000,2876.39
2004-10-01,2796.08,2834.62,2734.37,2811.72,000,2811.72
2004-09-01,2691.67,2790.67,2691.67,2726.30,000,2726.30
2004-08-02,2696.26,2712.45,2580.04,2670.79,000,2670.79
2004-07-01,2806.62,2806.62,2640.60,2720.05,000,2720.05
2004-06-01,2713.29,2840.04,2713.29,2811.08,000,2811.08
2004-05-03,2806.46,2823.37,2659.85,2749.62,000,2749.62
2004-04-01,2819.70,2905.88,2787.48,2787.48,000,2787.48
2004-03-01,2918.56,2959.71,2702.05,2787.50,000,2787.50
2004-02-02,2853.90,2932.95,2816.34,2893.18,000,2893.18
2004-01-02,2797.56,2896.78,2782.52,2839.14,000,2839.14
2003-12-01,2674.62,2760.66,2651.41,2760.66,000,2760.66
2003-11-03,2631.65,2657.60,2568.72,2630.48,000,2630.48
2003-10-01,2439.25,2575.04,2434.63,2575.04,000,2575.04
2003-09-01,2600.90,2641.55,2395.87,2395.87,000,2395.87
2003-08-01,2479.70,2593.55,2436.06,2556.71,000,2556.71
2003-07-01,2366.86,2519.79,2366.86,2519.79,000,2519.79
2003-06-02,2379.39,2527.44,2365.76,2419.51,000,2419.51
2003-05-01,2324.24,2389.70,2229.43,2330.06,000,2330.06
2003-04-01,2067.23,2365.97,2067.23,2324.24,000,2324.24
2003-03-03,2142.39,2249.11,1849.64,2036.86,000,2036.86
2003-02-03,2270.73,2280.82,2058.97,2140.73,000,2140.73
2003-01-02,2522.24,2529.86,2154.53,2248.18,000,2248.18
2002-12-02,2662.49,2662.49,2364.99,2386.41,000,2386.41
2002-11-01,2487.66,2669.89,2434.73,2656.85,000,2656.85
2002-10-01,2266.55,2549.84,2150.26,2518.99,000,2518.99
2002-09-02,2639.18,2723.14,2187.22,2204.39,000,2204.39
2002-08-01,2557.85,2872.02,2447.32,2709.29,000,2709.29
2002-07-01,3131.39,3165.47,2438.31,2685.79,000,2685.79
2002-06-03,3382.54,3382.54,2928.72,3133.39,000,3133.39
2002-05-01,3574.24,3595.73,3388.44,3425.79,000,3425.79
2002-04-02,3743.96,3748.44,3538.74,3574.24,000,3574.24
2002-03-01,3645.33,3796.26,3645.33,3784.05,000,3784.05
2002-02-01,3682.69,3682.69,3430.18,3624.74,000,3624.74
2002-01-02,3755.56,3833.09,3576.60,3670.26,000,3670.26
2001-12-03,3645.60,3828.76,3568.73,3806.13,000,3806.13
2001-11-01,3508.96,3795.72,3503.26,3658.27,000,3658.27
2001-10-01,3208.31,3611.88,3208.31,3478.63,000,3478.63
2001-09-03,3691.77,3736.82,2877.68,3296.66,000,3296.66
2001-08-01,4092.22,4092.22,3737.12,3743.97,000,3743.97
2001-07-02,4304.44,4304.44,3860.70,4091.38,000,4091.38
2001-06-01,4414.95,4493.93,4124.24,4243.91,000,4243.91
2001-05-01,4526.97,4582.07,4401.57,4426.24,000,4426.24
2001-04-02,4190.80,4525.01,4039.16,4525.01,000,4525.01
2001-03-01,4282.90,4413.62,3891.49,4185.00,000,4185.00
2001-02-01,4709.19,4709.19,4236.82,4318.88,000,4318.88
2001-01-02,4701.68,4787.45,4598.82,4779.90,000,4779.90
2000-12-01,4839.27,4970.66,4614.24,4772.39,000,4772.39
2000-11-01,5085.47,5101.40,4781.43,4781.43,000,4781.43
2000-10-02,4961.88,5057.46,4658.85,5057.46,000,5057.46
2000-09-01,5298.64,5392.63,4915.18,4915.18,000,4915.18
2000-08-01,5104.23,5223.70,4995.82,5175.12,000,5175.12
2000-07-03,5187.01,5357.19,5061.83,5122.80,000,5122.80
2000-06-01,5275.20,5428.27,5061.63,5145.35,000,5145.35
2000-05-02,5434.81,5434.81,4903.92,5200.89,000,5200.89
2000-04-03,5118.37,5303.95,4979.66,5303.95,000,5303.95
2000-03-01,5235.14,5464.43,5083.15,5249.55,000,5249.55
2000-02-01,4792.04,5208.87,4792.04,5182.62,000,5182.62
2000-01-03,4849.22,4884.50,4500.69,4684.48,000,4684.48
1999-12-01,4340.70,4904.46,4336.42,4904.46,000,4904.46
1999-11-01,3913.89,4380.77,3913.89,4314.38,000,4314.38
1999-10-01,3642.34,3922.91,3607.72,3922.91,000,3922.91
1999-09-01,3795.62,3887.09,3666.99,3669.71,000,3669.71
1999-08-02,3633.44,3856.72,3512.71,3769.14,000,3769.14
1999-07-01,3865.54,3971.84,3580.19,3638.62,000,3638.62
1999-06-01,3610.59,3867.89,3610.59,3788.66,000,3788.66
1999-05-03,3776.39,3776.39,3574.13,3629.46,000,3629.46
1999-04-01,3573.60,3757.87,3573.60,3757.87,000,3757.87
1999-03-01,3441.74,3633.05,3393.95,3559.86,000,3559.86
1999-02-01,3597.04,3597.04,3325.56,3484.24,000,3484.24
1999-01-04,3543.10,3685.36,3336.45,3547.15,000,3547.15
1998-12-01,3056.11,3354.71,3017.89,3342.32,000,3342.32
1998-11-02,2952.04,3261.19,2918.94,3179.09,000,3179.09
1998-10-01,2533.07,2910.10,2419.23,2887.11,000,2887.11
1998-09-01,2950.01,3105.31,2658.27,2670.97,000,2670.97
1998-08-03,3422.75,3422.75,2978.12,2978.12,000,2978.12
1998-07-01,3464.96,3670.82,3464.96,3480.63,000,3480.63
1998-06-02,3368.29,3443.76,3252.12,3406.82,000,3406.82
1998-05-04,3309.96,3424.55,3216.03,3357.77,000,3357.77
1998-04-01,3196.05,3345.86,3061.04,3195.43,000,3195.43
1998-03-02,2929.02,3179.72,2863.18,3153.32,000,3153.32
1998-02-02,2694.29,2878.04,2682.60,2878.04,000,2878.04
1998-01-01,2532.01,2676.03,2466.81,2676.03,000,2676.03
1997-12-01,2482.43,2531.99,2420.75,2531.99,000,2531.99
1997-11-03,2392.17,2448.63,2281.01,2423.74,000,2423.74
1997-10-01,2608.01,2641.68,2241.21,2331.25,000,2331.25
1997-09-01,2439.92,2581.36,2409.42,2581.36,000,2581.36
1997-08-01,2656.32,2699.78,2407.58,2407.58,000,2407.58
1997-07-01,2445.80,2674.83,2445.80,2674.83,000,2674.83
1997-06-02,2250.77,2438.38,2250.77,2398.41,000,2398.41
1997-05-01,2175.50,2288.31,2175.50,2220.86,000,2220.86
1997-04-01,2063.22,2164.68,2026.91,2164.68,000,2164.68
1997-03-03,2080.42,2169.71,2068.00,2137.28,000,2137.28
1997-02-03,2004.32,2107.17,2004.32,2077.22,000,2077.22
1997-01-01,1853.78,2005.36,1824.52,2005.36,000,2005.36
1996-12-02,1825.15,1859.10,1761.60,1850.32,000,1850.32
1996-11-01,1702.07,1817.95,1697.24,1817.95,000,1817.95
1996-10-01,1693.99,1741.50,1693.99,1700.54,000,1700.54
1996-09-02,1602.57,1694.51,1595.17,1694.51,000,1694.51
1996-08-01,1601.71,1638.17,1601.43,1601.43,000,1601.43
1996-07-01,1663.44,1668.86,1563.32,1590.93,000,1590.93
1996-06-03,1662.58,1685.21,1649.54,1665.90,000,1665.90
1996-05-01,1675.67,1691.04,1645.41,1673.76,000,1673.76
1996-04-01,1619.33,1674.50,1619.33,1671.13,000,1671.13
1996-03-01,1609.59,1612.24,1563.31,1612.24,000,1612.24
1996-02-01,1608.78,1610.54,1556.36,1595.64,000,1595.64
1996-01-01,1507.65,1611.05,1507.65,1611.05,000,1611.05
1995-12-01,1461.04,1509.91,1450.38,1506.82,000,1506.82
1995-11-01,1406.86,1459.12,1406.86,1455.10,000,1455.10
1995-10-02,1422.45,1428.26,1367.15,1407.17,000,1407.17
1995-09-01,1432.19,1469.19,1407.34,1419.60,000,1419.60
1995-08-01,1435.56,1466.20,1432.86,1432.86,000,1432.86
1995-07-03,1371.32,1446.81,1371.32,1435.52,000,1435.52
1995-06-01,1394.26,1397.06,1362.52,1362.52,000,1362.52
1995-05-01,1353.12,1400.60,1353.12,1377.67,000,1377.67
1995-04-03,1298.18,1352.99,1298.18,1346.68,000,1346.68
1995-03-01,1322.62,1322.62,1274.57,1300.13,000,1300.13
1995-02-01,1314.58,1348.10,1312.78,1312.78,000,1312.78
1995-01-02,1315.75,1322.54,1288.91,1296.71,000,1296.71
1994-12-01,1321.32,1341.66,1293.50,1320.59,000,1320.59
1994-11-01,1321.83,1344.61,1295.05,1323.35,000,1323.35
1994-10-03,1292.05,1334.83,1268.62,1327.67,000,1327.67
1994-09-01,1384.00,1384.00,1302.53,1302.53,000,1302.53
1994-08-01,1380.36,1401.79,1341.66,1397.12,000,1397.12
1994-07-01,1286.27,1373.60,1286.05,1373.60,000,1373.60
1994-06-01,1348.31,1372.67,1272.00,1284.60,000,1284.60
1994-05-02,1432.21,1441.33,1358.74,1358.74,000,1358.74
1994-04-01,1368.12,1436.48,1364.65,1427.37,000,1427.37
1994-03-01,1374.03,1418.62,1347.84,1365.74,000,1365.74
1994-02-01,1453.55,1459.27,1381.66,1396.06,000,1396.06
1994-01-03,1440.91,1456.88,1401.53,1456.88,000,1456.88
1993-12-01,1347.38,1433.34,1347.38,1433.34,000,1433.34
1993-11-01,1360.77,1367.39,1303.98,1326.28,000,1326.28
1993-10-01,1287.49,1369.39,1287.49,1359.41,000,1359.41
1993-09-01,1307.58,1307.92,1256.55,1285.92,000,1285.92
1993-08-02,1245.89,1321.88,1241.47,1321.88,000,1321.88
1993-07-01,1156.84,1236.14,1144.93,1236.14,000,1236.14
1993-06-01,1107.38,1161.96,1107.38,1157.58,000,1157.58
1993-05-03,1117.22,1122.14,1102.94,1113.68,000,1113.68
1993-04-01,1130.04,1142.12,1109.83,1114.25,000,1114.25
1993-03-01,1140.59,1148.63,1118.33,1140.82,000,1140.82
1993-02-01,1051.34,1128.36,1051.34,1128.36,000,1128.36
1993-01-01,1033.66,1051.29,1014.66,1043.55,000,1043.55
1992-12-01,1010.70,1040.90,977.95,1033.51,000,1033.51
1992-11-02,979.79,1012.37,978.72,1012.37,000,1012.37
1992-10-01,958.97,991.92,920.65,980.05,000,980.05
1992-09-01,945.84,1036.18,945.24,968.58,000,968.58
1992-08-03,987.91,997.54,933.84,951.68,000,951.68
1992-07-01,1048.29,1058.53,978.09,988.96,000,988.96
1992-06-01,1103.53,1103.53,1056.59,1056.93,000,1056.93
1992-05-01,1082.71,1108.28,1080.29,1105.18,000,1105.18
1992-04-01,1058.37,1085.06,1050.82,1085.06,000,1085.06
1992-03-02,1083.90,1090.92,1056.71,1060.78,000,1060.78
1992-02-03,1056.81,1088.49,1042.63,1082.35,000,1082.35
1992-01-02,1004.03,1056.28,1001.20,1045.71,000,1045.71
1991-12-02,974.07,1000.00,960.99,1000.00,000,1000.00
1991-11-01,998.85,1021.82,985.85,985.85,000,985.85
1991-10-01,1008.05,1008.05,988.02,1003.13,000,1003.13
1991-09-02,1016.78,1019.67,1003.27,1007.00,000,1007.00
1991-08-01,1003.75,1016.62,942.04,1016.62,000,1016.62
1991-07-01,1004.30,1007.02,987.06,1000.94,000,1000.94
1991-06-03,1048.03,1051.30,1003.15,1003.15,000,1003.15
1991-05-01,1004.74,1045.52,1004.74,1045.52,000,1045.52
1991-04-01,988.77,1013.64,985.68,1002.08,000,1002.08
1991-03-01,948.80,990.70,948.80,982.08,000,982.08
1991-02-01,871.68,971.27,871.68,959.23,000,959.23
1991-01-01,858.72,871.77,818.50,871.77,000,871.77
1990-12-03,891.10,911.65,858.72,858.72,000,858.72
1990-11-01,884.62,889.89,857.62,872.81,000,872.81
1990-10-01,875.40,925.33,866.26,889.57,000,889.57
1990-09-03,958.14,958.14,845.96,845.96,000,845.96
1990-08-01,1108.96,1108.96,903.54,962.15,000,962.15
1990-07-02,1124.08,1136.18,1100.56,1116.48,000,1116.48
1990-06-01,1116.17,1123.85,1084.24,1120.33,000,1120.33
1990-05-01,1088.04,1128.43,1088.04,1116.83,000,1116.83
1990-04-02,1102.63,1133.43,1087.94,1087.94,000,1087.94
1990-03-01,1039.54,1115.39,1039.54,1115.39,000,1115.39
1990-02-01,1081.45,1111.72,1031.27,1048.91,000,1048.91
1990-01-01,1098.49,1113.02,1048.74,1069.92,000,1069.92
1989-12-01,1034.12,1098.49,1034.12,1098.49,000,1098.49
1989-11-01,972.43,1023.52,947.37,1023.52,000,1023.52
1989-10-02,1027.48,1055.47,959.03,970.43,000,970.43
1989-09-01,1040.88,1058.95,1032.57,1032.57,000,1032.57
1989-08-01,1006.38,1038.10,1004.65,1038.10,000,1038.10
1989-07-03,958.48,997.91,955.98,997.91,000,997.91
1989-06-01,924.65,966.26,924.65,953.51,000,953.51
1989-05-01,900.64,923.42,890.49,923.42,000,923.42
1989-04-03,891.11,911.97,889.88,901.71,000,901.71
1989-03-01,859.83,883.82,853.38,883.82,000,883.82
1989-02-01,875.47,891.81,845.09,852.86,000,852.86
1989-01-02,866.04,892.57,866.04,880.79,000,880.79
1988-12-01,828.11,861.36,823.66,861.36,000,861.36
1988-11-01,842.83,842.83,819.30,828.32,000,828.32
1988-10-03,809.23,846.50,809.23,837.84,000,837.84
1988-09-01,757.92,809.03,755.50,809.03,000,809.03
1988-08-01,786.65,790.72,757.41,761.63,000,761.63
1988-07-01,769.63,787.97,765.03,780.03,000,780.03
1988-06-01,724.44,763.67,724.44,760.54,000,760.54
1988-05-02,709.88,711.12,678.99,711.12,000,711.12
1988-04-01,701.37,731.26,696.84,710.55,000,710.55
1988-03-01,715.83,743.45,700.50,701.56,000,701.56
1988-02-01,639.49,712.17,638.99,708.88,000,708.88
1988-01-01,648.32,674.72,633.30,635.95,000,635.95
1987-12-01,654.90,672.74,634.13,648.13,000,648.13
1987-11-02,725.43,725.43,615.90,658.03,000,658.03
1987-10-01,938.20,949.42,691.31,730.75,000,730.75
1987-09-01,953.63,953.63,919.47,930.71,000,930.71
1987-08-03,959.68,963.12,940.09,951.06,000,951.06
1987-07-01,894.32,957.80,894.32,955.83,000,955.83
1987-06-01,872.52,915.58,860.80,905.30,000,905.30
1987-05-01,883.32,887.34,854.02,866.41,000,866.41
1987-04-01,883.95,900.79,871.69,881.46,000,881.46
1987-03-02,842.70,882.89,836.22,869.44,000,869.44
1987-02-02,849.03,849.03,833.03,840.97,000,840.97
1987-01-01,900.82,902.32,838.60,859.08,000,859.08
1986-12-31,900.82,900.82,900.82,900.82,000,900.82
