Libellé;;Dépenses de consommation individualisable des APU - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation collective des APU - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation des ménages - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation des ISBLSM - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation totales - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Demande intérieure finale - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Demande intérieure finale hors stocks - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation individualisable des APU - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation des APU collectives - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation des ménages - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation des ISBLSM - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation Total - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF Total - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des entreprises financières - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des APU - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des ménages - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des ISBLSM - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des entreprises non-financières - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Variations de stocks - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Variations de stocks et acquisitions moins cessions d'objets de valeur - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Exportations - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Importations - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Solde extérieur - Contribution à l'évolution du PIB - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Comptes trimestriels (base 2010) - Évolution du Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF de l'ensemble des secteurs institutionnels - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des sociétés financières - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des administrations publiques - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Demande intérieure totale finale - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Demande intérieure totale finale hors stocks - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des ménages - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;FBCF des ISBLSM - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Investissement des entreprises non financières - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Exportations - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Importations - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Produit intérieur brut total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO;Dépenses de consommation des APU - Total - Volume aux prix de l'année précédente chaînés - Série CVS-CJO
IdBank;;001688669;001688689;001688879;001688960;001688968;001688976;001688978;001688979;001688980;001688981;001688982;001688983;001688984;001688985;001688986;001688987;001688988;001688989;001688990;001688991;001688992;001688993;001688994;001688995;001689066;001689174;001689280;001689346;001689348;001689378;001689392;001689585;001689914;001690116;001690224;001712087
Année;Trimestre
1980;2;39 737;25 106;147 581;4 282;217 047;-0,64;-0,16;0,10;0,06;-0,25;0,01;-0,09;-0,07;-0,01;-0,02;-0,07;0,00;0,04;-0,48;-0,48;-0,14;-0,16;0,02;-0,6;63 985;670;11 694;284 283;281 638;24 916;272;28 744;36 511;38 018;280 966;64 923
1980;1;39 402;24 935;148 298;4 267;217 309;1,38;0,66;0,09;0,06;0,32;0,01;0,48;0,17;-0,03;-0,03;0,06;0,00;0,16;0,72;0,72;0,29;0,64;-0,36;1,0;64 172;689;11 763;286 123;282 095;25 163;269;28 659;36 756;38 304;282 738;64 419
1979;4;39 102;24 748;147 403;4 247;215 913;0,21;0,83;0,11;0,06;0,25;0,01;0,44;0,39;0,00;0,01;0,09;0,00;0,30;-0,64;-0,62;0,09;0,04;0,05;0,3;63 709;738;11 845;282 217;280 230;24 951;266;28 267;36 257;37 137;279 886;
1979;3;38 734;24 560;146 696;4 219;214 642;1,35;0,87;0,11;0,06;0,14;0,01;0,32;0,55;0,01;0,05;0,06;0,00;0,42;0,47;0,47;0,75;0,78;-0,03;1,3;62 668;748;11 813;281 620;277 870;24 660;263;27 567;36 104;37 069;279 153;
1979;2;38 381;24 381;146 310;4 189;213 720;0,66;0,68;0,07;0,04;0,37;0,01;0,49;0,19;0,01;0,07;-0,03;0,00;0,14;-0,02;-0,02;0,04;0,16;-0,12;0,5;61 223;728;11 651;277 857;275 422;24 463;260;26 581;34 825;35 665;275 524;
1979;1;38 150;24 275;145 298;4 164;212 339;1,03;0,48;0,06;0,03;0,55;0,01;0,65;-0,18;0,02;-0,08;0,04;0,00;-0,15;0,55;0,55;0,47;0,62;-0,15;0,9;60 726;701;11 441;276 020;273 534;24 573;257;26 263;34 758;35 373;274 054;
1978;4;37 951;24 189;143 798;4 139;210 498;1,39;1,28;0,15;0,08;0,73;0,01;0,97;0,31;0,02;0,07;0,07;0,00;0,15;0,09;0,10;0,25;0,55;-0,30;1,1;61 181;667;11 669;273 192;272 209;24 453;255;26 618;33 966;34 248;271 679;
1978;3;37 495;23 965;141 838;4 103;207 809;0,48;0,50;0,17;0,09;0,16;0,01;0,42;0,08;0,00;-0,01;0,14;0,00;-0,06;-0,03;-0,02;0,41;0,08;0,32;0,8;60 386;635;11 471;269 437;268 719;24 218;253;26 276;33 562;33 338;268 767;
1978;2;36 980;23 720;141 417;4 074;206 644;1,16;1,47;0,21;0,11;0,82;0,01;1,15;0,32;0,00;0,05;0,08;0,00;0,19;-0,33;-0,31;0,22;0,32;-0,09;1,1;60 187;633;11 493;268 151;267 360;23 770;251;26 406;32 910;33 199;266 635;
1978;1;36 349;23 420;139 258;4 047;203 529;1,51;1,46;0,29;0,16;0,63;0,01;1,09;0,36;-0,01;-0,04;0,28;0,00;0,13;0,04;0,05;0,27;0,46;-0,19;1,3;59 378;638;11 354;265 071;263 435;23 516;250;25 974;32 554;32 686;263 824;
1977;4;35 471;22 993;137 629;4 011;200 604;0,52;0,45;0,20;0,09;0,25;0,01;0,55;-0,10;-0,01;-0,03;0,06;0,00;-0,13;0,07;0,07;0,35;0,06;0,30;0,8;58 474;653;11 474;261 113;259 591;22 642;248;25 685;32 124;31 939;260 391;
1977;3;34 870;22 729;136 994;3 992;199 138;0,30;1,00;0,18;0,08;0,67;0,01;0,93;0,07;0,01;0,01;0,04;0,00;0,01;-0,72;-0,70;0,53;-0,08;0,61;0,9;58 720;670;11 551;259 763;258 416;22 444;246;25 963;31 571;31 846;258 288;
1977;2;34 337;22 508;135 289;3 974;196 663;0,00;0,21;0,14;0,05;0,12;0,01;0,32;-0,11;0,02;-0,27;0,04;0,00;0,10;-0,21;-0,20;0,27;-0,05;0,32;0,3;58 546;657;11 534;258 983;255 800;22 310;244;25 937;30 746;31 966;255 962;
1977;1;33 922;22 359;134 977;3 961;195 813;0,74;0,33;0,09;0,02;0,01;0,00;0,12;0,21;0,04;0,02;-0,14;0,00;0,29;0,40;0,41;0,17;-0,24;0,41;1,2;58 825;621;12 290;258 973;255 266;22 197;240;25 729;30 331;32 045;255 139;
1976;4;33 658;22 302;134 948;3 955;195 497;0,08;0,43;0,05;0,01;0,51;0,00;0,57;-0,14;0,01;-0,12;0,09;0,00;-0,13;-0,35;-0,35;0,66;0,06;0,60;0,7;58 314;557;12 218;257 094;254 414;22 620;236;25 122;30 059;32 427;252 236;
1976;3;33 522;22 274;133 672;3 954;194 017;1,65;0,44;0,09;0,05;0,74;0,01;0,89;-0,44;0,00;-0,10;-0,17;0,00;-0,16;1,19;1,20;0,24;0,79;-0,54;1,1;58 654;537;12 543;256 896;253 321;22 338;233;25 399;29 073;32 327;250 549;
1976;2;33 263;22 129;131 858;3 940;191 742;1,56;0,71;0,07;0,06;0,49;0,01;0,62;0,09;-0,02;-0,04;0,24;0,00;-0,09;0,84;0,85;0,73;0,92;-0,18;1,4;59 696;540;12 821;252 758;252 197;22 856;230;25 743;28 715;31 111;247 810;
1976;1;33 061;21 974;130 675;3 926;190 169;1,76;1,50;0,09;0,09;0,72;0,01;0,91;0,59;0,00;0,06;0,00;0,00;0,54;0,26;0,25;0,53;1,30;-0,77;1,0;59 475;565;12 928;248 886;250 416;22 141;226;25 937;27 643;29 709;244 436;
1975;4;32 793;21 733;128 930;3 903;187 865;2,73;1,87;0,18;0,12;1,04;0,01;1,35;0,52;0,00;0,09;-0,05;0,00;0,48;0,88;0,86;0,34;1,00;-0,67;2,1;58 113;573;12 774;244 567;246 694;22 142;224;24 843;26 891;27 646;242 059;
1975;3;32 283;21 415;126 520;3 876;184 567;0,19;0,70;0,15;0,08;0,85;0,00;1,08;-0,38;-0,02;0,10;-0,12;0,00;-0,33;-0,51;-0,51;0,12;0,27;-0,15;0,0;56 955;577;12 548;238 060;242 214;22 283;222;23 901;26 447;26 320;237 162;
1975;2;31 858;21 209;124 559;3 874;181 941;0,16;0,60;0,21;0,09;0,44;0,00;0,75;-0,15;0,00;0,12;-0,21;0,00;-0,06;-0,44;-0,44;-0,40;0,04;-0,43;-0,3;57 802;608;12 292;237 614;240 544;22 638;220;24 555;26 289;25 963;237 076;
1975;1;31 247;20 953;123 545;3 874;180 113;-1,42;-0,25;0,18;0,06;0,08;-0,01;0,31;-0,56;-0,01;0,09;-0,25;0,00;-0,39;-1,12;-1,17;-0,74;-1,50;0,77;-0,7;58 134;611;11 977;237 232;239 106;23 247;220;24 666;26 818;25 916;237 727;
1974;4;30 724;20 809;123 376;3 898;179 393;-2,78;-0,61;0,22;0,06;-0,20;0,00;0,07;-0,68;-0,01;0,05;-0,14;0,00;-0,57;-2,19;-2,17;0,00;-1,04;1,05;-1,7;59 361;619;11 748;240 570;239 739;23 968;220;25 404;27 848;27 669;239 287;
1974;3;30 102;20 632;123 863;3 908;179 213;0,48;-0,03;0,14;0,01;0,07;-0,01;0,20;-0,24;0,00;0,07;-0,04;0,00;-0,28;0,52;0,51;0,36;-0,09;0,45;0,9;60 980;634;11 620;247 564;241 271;24 398;219;26 609;27 840;29 473;243 506;
1974;2;29 715;20 614;123 688;3 934;178 694;0,64;0,82;0,23;0,05;0,33;0,00;0,61;0,21;0,02;0,00;0,00;0,00;0,19;-0,20;-0,18;0,19;0,13;0,06;0,7;61 546;634;11 419;246 366;241 357;24 509;218;27 187;27 304;29 629;241 254;
1974;1;29 067;20 459;122 906;3 932;177 157;1,34;0,38;0,15;0,00;0,11;0,00;0,26;0,11;0,00;0,02;0,21;0,00;-0,12;0,97;0,97;0,83;0,48;0,34;1,7;61 052;602;11 428;244 782;239 320;24 494;216;26 804;27 028;29 414;239 572;
1973;4;28 636;20 451;122 640;3 944;176 510;0,71;1,74;0,18;0,02;1,21;0,00;1,41;0,33;0,02;0,01;0,19;0,00;0,10;-1,08;-1,03;0,72;0,34;0,39;1,1;60 789;596;11 362;241 513;238 401;23 893;214;27 044;25 832;28 597;235 602;
1973;3;28 131;20 406;119 844;3 935;173 050;1,94;1,08;0,20;0,02;0,26;0,01;0,48;0,60;0,04;0,01;0,18;0,00;0,37;0,84;0,86;0,32;0,69;-0,37;1,6;60 042;570;11 337;239 800;234 196;23 333;210;26 836;24 798;28 047;233 036;
1973;2;27 599;20 351;119 260;3 909;171 887;1,41;1,12;0,24;0,04;0,36;0,02;0,66;0,47;0,03;-0,01;0,22;0,01;0,23;0,27;0,29;0,45;0,26;0,20;1,6;58 690;527;11 307;235 209;231 623;22 810;204;26 107;24 352;26 943;229 431;
1973;1;26 965;20 241;118 457;3 860;170 333;2,03;2,02;0,33;0,06;1,24;0,03;1,66;0,36;0,01;0,05;0,15;0,01;0,14;-0,03;0,01;0,54;0,82;-0,28;1,7;57 652;496;11 342;231 924;228 995;22 171;196;25 667;23 727;26 539;225 800;
1972;4;26 094;20 086;115 733;3 790;166 475;1,69;1,22;0,18;0,06;0,45;0,02;0,71;0,51;0,03;0,08;0,16;0,01;0,23;0,46;0,47;0,84;0,96;-0,12;1,6;56 865;474;11 215;227 281;224 356;21 755;187;25 402;22 962;25 205;221 923;
1972;3;25 627;19 914;114 778;3 737;164 852;1,68;1,79;0,15;0,06;1,18;0,01;1,40;0,40;0,03;0,03;0,16;0,01;0,17;-0,14;-0,12;0,00;0,24;-0,24;1,4;55 771;441;11 022;223 484;221 600;21 299;178;24 971;21 901;23 844;218 493;
1972;2;25 250;19 755;112 288;3 706;161 708;0,29;0,71;0,15;0,08;0,13;0,01;0,36;0,35;0,03;0,02;0,16;0,00;0,14;-0,44;-0,43;0,77;0,20;0,57;0,9;54 941;409;10 957;219 771;217 620;20 856;172;24 658;21 901;23 505;215 401;
1972;1;24 863;19 549;112 025;3 689;160 898;1,77;1,43;0,08;0,05;0,86;-0,01;0,98;0,45;0,02;-0,04;0,36;0,00;0,10;0,32;0,34;0,62;1,28;-0,66;1,1;54 213;378;10 918;219 144;216 051;20 424;167;24 402;20 946;23 226;213 576;
1971;4;24 676;19 419;110 242;3 703;158 746;0,90;1,05;0,14;0,06;0,60;0,00;0,80;0,24;0,02;-0,03;0,01;0,00;0,24;-0,17;-0,15;-0,01;-0,07;0,06;1,0;53 285;356;11 007;215 309;212 947;19 443;164;24 214;20 183;21 466;211 233;
1971;3;24 339;19 245;109 013;3 696;156 987;1,48;1,38;0,16;0,06;0,78;0,01;1,01;0,37;0,01;0,05;-0,11;0,00;0,42;0,09;0,10;0,71;0,83;-0,12;1,4;52 792;334;11 077;213 380;210 691;19 414;161;23 798;20 199;21 558;209 240;
1971;2;23 946;19 080;107 446;3 675;154 811;1,18;1,53;0,18;0,06;0,82;0,01;1,07;0,46;0,00;0,11;-0,05;0,00;0,40;-0,39;-0,36;0,27;0,39;-0,13;1,1;52 047;320;10 970;210 231;207 757;19 695;157;23 076;19 354;20 461;206 415;
1971;1;23 507;18 929;105 809;3 641;152 519;1,09;1,55;0,25;0,07;0,45;0,02;0,79;0,76;-0,02;-0,10;0,61;0,00;0,27;-0,50;-0,46;0,32;-0,19;0,50;1,6;51 135;315;10 723;207 759;204 531;19 835;153;22 395;19 037;19 942;204 266;
1970;4;22 932;18 735;104 923;3 586;150 857;1,10;1,67;0,20;0,07;1,32;0,02;1,61;0,06;-0,01;0,06;-0,26;0,00;0,26;-0,62;-0,57;0,41;0,19;0,22;1,3;49 656;330;10 952;205 502;201 320;18 286;149;21 944;18 680;20 199;201 057;
1970;3;22 448;18 561;102 376;3 532;147 509;1,27;0,96;0,17;0,06;0,35;0,02;0,59;0,37;0,00;0,04;0,24;0,00;0,09;0,29;0,31;0,35;0,60;-0,25;1,0;49 546;337;10 816;203 253;197 912;18 919;147;21 516;18 205;19 953;198 435;
1970;2;22 061;18 405;101 715;3 479;146 287;1,62;1,50;0,17;0,07;0,64;0,03;0,90;0,60;0,02;0,09;0,27;0,00;0,22;0,09;0,12;0,56;0,53;0,02;1,6;48 854;337;10 726;200 677;195 972;18 343;145;21 370;17 800;19 164;196 425;
1970;1;21 681;18 215;100 517;3 420;144 463;1,14;1,25;0,12;0,06;1,07;0,03;1,27;-0,02;0,03;0,07;-0,28;0,00;0,15;-0,14;-0,11;0,68;0,27;0,41;1,5;47 734;315;10 535;197 445;192 982;17 699;144;21 010;17 167;18 477;193 239;
1969;4;21 419;18 054;98 533;3 364;141 915;0,63;0,23;0,13;0,06;-0,41;0,02;-0,19;0,42;0,00;-0,01;0,59;0,00;-0,16;0,39;0,40;0,71;-0,17;0,88;1,5;47 776;285;10 386;195 218;190 537;18 356;145;20 773;16 388;18 142;190 293;
1969;3;21 123;17 890;99 285;3 311;142 298;0,71;1,16;0,14;0,07;0,56;0,02;0,79;0,37;0,00;0,08;0,24;0,00;0,04;-0,47;-0,45;0,48;-0,17;0,65;1,4;47 027;283;10 407;194 009;190 099;16 989;145;21 025;15 621;18 351;187 464;
1969;2;20 805;17 725;98 276;3 262;140 762;2,60;2,75;0,18;0,08;1,50;0,02;1,80;0,96;0,03;0,11;0,12;0,00;0,70;-0,22;-0,15;0,41;0,93;-0,52;2,1;46 383;281;10 238;192 656;187 899;16 451;144;20 957;15 107;18 552;184 946;
1969;1;20 397;17 520;95 625;3 210;137 341;1,07;-0,06;0,15;0,05;-0,16;0,02;0,06;-0,12;-0,04;-0,01;-0,04;0,00;-0,04;1,13;1,14;0,50;0,58;-0,08;1,0;44 739;257;10 026;187 808;182 774;16 189;142;19 905;14 678;17 456;181 172;
1968;4;20 069;17 376;95 915;3 172;137 237;2,40;2,10;0,15;0,07;1,41;0,02;1,64;0,45;0,01;0,04;-0,04;0,00;0,44;0,27;0,30;-0,32;0,78;-1,10;1,3;44 940;289;10 026;185 827;182 894;16 276;139;19 925;14 147;16 721;179 393;
1968;3;19 740;17 199;93 478;3 137;134 143;6,95;5,61;0,28;0,15;2,72;0,03;3,18;2,43;0,10;0,11;0,32;0,00;1,90;1,33;1,34;3,40;2,61;0,79;7,7;44 193;285;9 944;181 457;179 066;16 361;137;19 312;14 459;15 862;177 107;
1968;2;19 171;16 839;89 098;3 084;128 578;-4,13;-1,63;0,04;0,04;-0,23;0,00;-0,14;-1,49;-0,07;-0,33;0,00;0,00;-1,10;-2,48;-2,51;-2,02;-1,12;-0,90;-5,0;40 491;211;9 730;169 696;169 563;15 717;136;16 881;11 410;13 197;164 395;
1968;1;19 081;16 732;89 479;3 080;128 831;2,37;0,90;0,05;0,07;0,08;0,00;0,20;0,71;0,02;0,01;0,32;0,00;0,36;1,46;1,46;0,81;0,68;0,13;2,5;42 885;265;10 368;177 067;172 467;15 711;136;18 366;13 318;14 404;173 102;
1967;4;18 970;16 571;89 352;3 077;128 476;0,74;0,97;0,06;0,06;0,39;0,00;0,52;0,45;0,02;0,00;0,05;0,00;0,37;-0,24;-0,22;0,51;0,24;0,26;1,0;41 776;248;10 359;172 948;170 894;15 044;136;17 885;12 562;13 686;168 891;
1967;3;18 835;16 415;88 715;3 080;127 554;1,31;1,17;0,10;0,08;0,64;0,00;0,82;0,35;0,00;0,03;0,22;0,00;0,10;0,12;0,14;0,20;0,28;-0,08;1,2;41 086;229;10 362;171 667;169 231;14 933;136;17 405;12 116;13 441;167 210;
1967;2;18 633;16 234;87 674;3 085;126 117;0,55;1,05;0,11;0,08;0,43;-0,01;0,62;0,43;0,00;0,02;0,22;0,00;0,18;-0,51;-0,50;0,30;-0,27;0,57;1,1;40 551;226;10 306;169 444;167 244;14 496;135;17 276;11 940;13 160;165 188;
1967;1;18 404;16 050;86 986;3 096;125 044;1,73;1,86;0,15;0,09;0,83;-0,01;1,07;0,79;0,01;0,23;0,23;0,00;0,32;-0,16;-0,12;0,45;0,56;-0,12;1,6;39 902;226;10 262;168 515;165 480;14 051;134;17 046;11 683;13 424;163 358;
1966;4;18 097;15 831;85 682;3 108;123 210;1,34;1,37;0,14;0,08;0,92;-0,01;1,14;0,23;-0,01;0,15;-0,04;0,00;0,13;-0,05;-0,03;-0,17;0,45;-0,62;0,7;38 738;216;9 850;165 645;162 405;13 609;132;16 647;11 305;12 877;160 759;
1966;3;17 819;15 645;84 240;3 120;121 273;1,40;0,96;0,14;0,07;0,29;-0,01;0,49;0,46;0,01;0,09;-0,03;0,00;0,40;0,44;0,45;0,39;0,54;-0,15;1,3;38 403;221;9 579;163 444;160 162;13 690;130;16 495;11 449;12 454;159 611;
1966;2;17 549;15 477;83 797;3 130;120 444;1,64;1,77;0,13;0,06;1,03;0,00;1,22;0,56;0,00;0,07;0,23;0,00;0,26;-0,16;-0,13;0,17;0,29;-0,12;1,5;37 737;215;9 419;161 164;158 610;13 752;128;16 019;11 132;11 952;157 638;
1966;1;17 294;15 331;82 238;3 140;118 425;1,28;1,09;0,12;0,05;0,51;-0,01;0,68;0,40;0,01;-0,05;0,07;0,00;0,37;0,18;0,19;0,04;0,39;-0,35;0,9;36 948;213;9 298;158 539;155 775;13 327;126;15 714;10 994;11 682;155 281;
1965;4;17 060;15 209;81 468;3 149;117 305;1,39;1,14;0,11;0,05;0,16;0,00;0,31;0,83;0,01;0,00;0,58;0,00;0,23;0,24;0,25;0,39;0,28;0,11;1,5;36 385;208;9 388;156 517;154 056;13 202;124;15 277;10 956;11 326;153 851;
1965;3;16 853;15 105;81 237;3 151;116 803;1,25;1,18;0,11;0,05;0,94;0,00;1,10;0,08;-0,01;0,06;0,02;0,00;0,00;0,06;0,07;0,39;0,19;0,19;1,4;35 233;204;9 380;154 347;152 277;12 113;122;15 005;10 654;11 076;151 584;
1965;2;16 648;15 000;79 864;3 142;115 043;1,67;2,09;0,12;0,06;1,31;0,01;1,50;0,59;0,02;0,14;0,16;0,00;0,26;-0,46;-0,42;0,36;0,33;0,02;1,7;35 125;209;9 279;152 417;150 458;12 076;121;15 001;10 360;10 908;149 422;
1965;1;16 415;14 877;77 989;3 120;112 686;0,06;0,13;0,11;0,05;-0,12;0,02;0,07;0,07;0,00;0,10;0,06;0,00;-0,09;-0,08;-0,07;0,34;-0,19;0,53;0,6;34 333;193;9 041;149 883;147 295;11 781;120;14 712;10 092;10 623;146 929;
1964;4;16 205;14 761;78 161;3 089;112 584;0,92;1,20;0,13;0,06;0,65;0,02;0,86;0,34;-0,01;0,19;0,28;0,00;-0,12;-0,31;-0,28;0,56;0,07;0,49;1,4;34 246;194;8 879;149 797;147 096;11 681;119;14 815;9 837;10 789;146 064;
1964;3;15 962;14 632;77 259;3 056;111 270;0,74;1,34;0,15;0,07;0,43;0,02;0,67;0,67;0,02;0,13;0,25;0,00;0,27;-0,64;-0,60;0,14;-0,05;0,18;0,9;33 790;199;8 569;148 433;145 317;11 168;119;14 950;9 424;10 732;144 026;
1964;2;15 688;14 487;76 666;3 019;110 256;1,56;0,63;0,13;0,06;0,11;0,02;0,32;0,31;-0,01;0,09;0,11;0,00;0,11;0,91;0,92;-0,14;0,27;-0,41;1,1;32 910;185;8 366;147 350;143 352;10 714;118;14 657;9 325;10 770;142 709;
1964;1;15 446;14 361;76 517;2 985;109 771;2,29;2,15;0,16;0,07;1,08;0,02;1,34;0,82;0,00;0,23;0,31;0,00;0,27;0,10;0,13;0,58;0,73;-0,15;2,1;32 511;190;8 220;145 094;142 437;10 517;118;14 537;9 423;10 554;141 087;
1963;4;15 160;14 207;75 068;2 946;107 804;0,63;0,95;0,15;0,06;0,72;0,01;0,95;0,00;0,01;0,07;-0,36;0,00;0,28;-0,34;-0,32;0,00;0,59;-0,59;0,0;31 480;187;7 862;141 845;139 378;9 978;117;14 252;9 018;9 966;138 138;
1963;3;14 881;14 071;74 114;2 925;106 407;3,05;2,64;0,20;0,08;1,08;0,01;1,37;1,27;0,03;0,16;0,63;0,00;0,46;0,35;0,41;0,47;0,31;0,16;3,2;31 480;181;7 748;140 947;138 025;10 625;117;13 956;9 020;9 520;138 086;
1963;2;14 537;13 905;72 718;2 916;104 456;4,80;3,38;0,22;0,09;1,64;0,00;1,95;1,43;0,03;0,63;0,21;0,00;0,55;1,42;1,43;0,63;1,30;-0,67;4,1;29 895;164;7 504;136 752;134 375;9 535;116;13 488;8 715;9 295;133 793;
1963;1;14 167;13 733;70 686;2 922;101 787;-0,71;1,07;0,09;0,00;1,03;-0,01;1,11;-0,04;-0,01;-0,30;0,20;0,00;0,07;-1,83;-1,78;0,18;0,03;0,15;-0,6;28 185;144;6 571;130 404;129 893;9 187;116;12 943;8 318;8 380;128 484;
1962;4;14 016;13 737;69 409;2 931;100 258;0,99;0,67;0,13;0,05;0,53;0,00;0,71;-0,04;0,01;0,11;-0,01;0,00;-0,15;0,31;0,32;0,25;0,17;0,08;1,1;28 233;152;7 013;131 347;128 464;8 853;115;12 875;8 205;8 361;129 202;
1962;3;13 798;13 629;68 767;2 934;99 294;2,47;1,69;0,14;0,08;0,94;0,01;1,16;0,53;0,01;0,12;-0,01;0,00;0,41;0,78;0,78;-0,06;0,48;-0,54;1,9;28 278;147;6 856;130 041;127 582;8 863;114;13 019;8 052;8 243;127 832;
1962;2;13 569;13 478;67 642;2 923;97 745;1,05;1,39;0,15;0,10;0,90;0,01;1,16;0,23;0,00;0,13;0,00;0,00;0,09;-0,37;-0,34;-0,05;-0,52;0,47;1,5;27 663;144;6 686;126 846;125 396;8 871;113;12 629;8 085;7 920;125 407;
1962;1;13 330;13 285;66 579;2 898;96 216;2,41;2,50;0,16;0,12;1,71;0,02;2,01;0,49;0,00;0,15;0,01;0,00;0,32;-0,14;-0,09;0,16;0,51;-0,34;2,1;27 400;142;6 497;125 514;123 625;8 871;111;12 545;8 113;8 259;123 534;
1961;4;13 082;13 051;64 602;2 859;93 622;2,25;1,36;0,16;0,11;0,70;0,01;0,98;0,37;0,00;0,15;0,06;0,00;0,16;0,90;0,89;-0,11;0,38;-0,49;1,8;26 852;142;6 287;122 512;120 505;8 854;108;12 250;8 025;7 930;121 035;
1961;3;12 825;12 841;63 812;2 835;92 374;0,93;1,40;0,17;0,10;0,49;0,01;0,76;0,64;0,00;0,14;0,11;0,00;0,38;-0,50;-0,47;0,06;0,05;0,02;0,9;26 443;141;6 081;119 757;118 841;8 770;105;12 104;8 086;7 698;118 947;
1961;2;12 563;12 657;63 259;2 826;91 415;0,83;0,90;0,17;0,09;0,50;0,00;0,76;0,15;0,01;0,13;0,16;0,00;-0,15;-0,09;-0,08;0,35;0,54;-0,19;0,6;25 752;138;5 885;118 633;117 142;8 611;103;11 767;8 052;7 671;117 833;
1961;1;12 296;12 499;62 696;2 831;90 468;1,21;2,79;0,17;0,07;1,35;-0,01;1,59;1,20;0,01;0,12;0,20;0,00;0,88;-1,71;-1,58;0,17;-0,01;0,18;1,4;25 594;135;5 705;117 638;116 050;8 379;101;11 902;7 862;7 345;117 087;
1960;4;12 026;12 366;61 205;2 852;88 510;1,11;1,62;0,13;0,06;0,90;0,00;1,09;0,53;0,01;0,09;0,17;0,00;0,25;-0,59;-0,51;0,01;0,06;-0,04;1,1;24 309;130;5 550;116 198;112 726;8 084;99;11 136;7 772;7 349;115 484;
1960;3;11 820;12 253;60 223;2 856;87 172;1,92;1,29;0,09;0,05;0,54;0,01;0,69;0,60;0,01;0,07;0,13;0,00;0,39;0,61;0,64;0,49;0,73;-0,23;1,7;23 757;126;5 427;114 897;110 813;7 841;98;10 918;7 766;7 316;114 272;
1960;2;11 679;12 160;59 644;2 846;86 343;2,26;1,50;0,05;0,04;0,79;0,02;0,90;0,60;0,00;0,04;0,08;0,00;0,47;0,74;0,76;0,12;-0,12;0,24;2,5;23 141;123;5 338;112 672;109 317;7 660;96;10 586;7 516;6 900;112 377;
1960;1;11 605;12 086;58 815;2 821;85 286;1,54;1,05;0,00;0,03;1,11;0,02;1,17;-0,12;0,00;0,03;0,03;0,00;-0,19;0,47;0,49;1,01;0,43;0,58;2,1;22 534;121;5 281;110 113;107 613;7 550;95;10 196;7 456;6 968;109 631;
