,FRACPIALLQINMEI,FRARGDPQDSNAQ,NAEXKP01FRQ661S,NAEXKP01FRQ657S,LMUNRLTTFRQ647S,IRLTLT01FRQ156N,LMUNRLTTFRQ647N,LRUN74TTFRQ156N,FRAPROINDQISMEI,SPASTT01FRQ661N,FRAGFCEQDSNAQ,SPASTT01FRQ657N,FRAGDPDEFQISMEI,IR3TIB01FRQ156N,NAEXKP02FRQ657S,NAEXKP02FRQ659S,NAEXKP02FRQ661S,FRAPFCEQDSNAQ,FRAGFCFQDSNAQ,FRAIMPORTQDSNAQ,CRDQFRAPABIS,NAEXKP03FRQ657S,NAEXKP03FRQ659S,NAEXKP03FRQ661S,FRAEXPORTQDSNAQ,CPALTT01FRQ659N,LCWRMN01FRQ661N,LCWRMN01FRQ661S,CPALTT01FRQ657N,CCUSSP01FRQ650N,FRAPROMANQISMEI,CCUSMA02FRQ618N,CRDQFRBPABIS,NAEXKP06FRQ661S,XTIMVA01FRQ664N,XTIMVA01FRQ664S,XTIMVA01FRQ667S,FRAGDPRQPSMEI,WSCNDW01FRQ489N,WSCNDW01FRQ489S,NAEXKP04FRQ657S,NAEXKP04FRQ659S,NAEXKP04FRQ661S,NAEXKP06FRQ657S,NAEXKP06FRQ659S,CCRETT02FRQ661N,LORSGPORFRQ661S,XTEXVA01FRQ664N,XTEXVA01FRQ664S,XTEXVA01FRQ667S,FRAPERMITQISMEI,LORSGPORFRQ659S,CHEGDPNQDSMEI,XFORSD01FRQ194N,PRCNTO01FRQ657S,PRCNTO01FRQ659S,PRCNTO01FRQ661N,XTNTVA01FRQ664N,XTNTVA01FRQ664S,XTNTVA01FRQ667S,FRACPIFODQINMEI,FRACPIENGQINMEI,LCEAMN01FRQ659S,LCEAMN01FRQ661N,LCEAMN01FRQ661S,PRMNTO01FRQ657S,PRMNTO01FRQ661N,FRAPROCONQISMEI
1984-07-01,58.3998481090113,275085.0,0.603211983998624,0.614114449967782,2376500.0,13.5133333333333,2324233.33333333,8.63978151434553,88.6443901627277,0.165584942046428,68387.0,-2.05430508843009,59.4765321883958,11.4133333333333,0.0504223868063404,1.45689856064099,0.583593564368702,158094.0,45623.0,37000.0,737.685,1.24616364424972,2.59578954395998,0.619622997960238,40780.0,7.3176526490853,0.448172216800628,0.448733655750607,1.68842863574965,0.7065,95.6429110496776,1.36618711287478,473.162,0.328143207733178,29995411284.5812,33136013488.689,24262657230.0936,2.14975223194614,22380.0,22670.5050363059,-0.0639209969683088,-0.64408251254903,0.54587715698522,0.961922710408776,6.74301685754211,0.990870974333858,0.603211983998624,30071178446.1482,32921365272.4188,24106884223.1434,79.2641636085204,2.14975223194616,62.865370427,25006000000.0,-2.13834343865793,-5.35739422162194,0.694745950537089,75767161.5669937,-214648216.270275,-155773006.950199,59.3338493253195,61.1525599354556,6.70494174652264,0.448172216800628,0.448733655750607,0.569323505799344,0.810018027814555,77.578407257646
1984-10-01,59.2402267069935,274777.0,0.602436193699786,-0.128609894932079,2441133.33333333,12.36,2558000.0,8.90426462192753,87.9925931722515,0.174010657690597,68762.0,5.08845523031142,60.285376278154,10.68,-0.648807607560902,0.333069501654222,0.579807164925842,157201.0,45952.0,38219.0,762.865,0.520718241406656,2.59590571663796,0.622849487938568,41136.0,6.83142923758449,0.45515726866827,0.455492706847207,1.43900819127735,0.6838,95.547363686432,1.42733949532261,490.524,0.329281411711089,35697766774.3465,34670565296.2008,24292604928.3948,1.38846688921302,27493.3333333333,24610.8140983832,0.811568295507196,0.347939977046511,0.550307322923728,0.346861964864128,4.93969883708399,1.00075632489932,0.602436193699786,35519096526.1442,33802825490.0855,23683806642.3759,79.5145091360571,1.38846688921302,63.899724185,24227000000.0,-0.540415522889476,-4.48953986010612,0.797642332379664,-178670248.202246,-867739806.115339,-608798286.018962,59.9892589669897,63.1752602742298,6.28673611061141,0.45515726866827,0.455492706847207,-0.099900099439665,0.938171951051151,77.1591615024153
1985-01-01,60.0418186004535,276020.0,0.604671494540195,0.371043583334763,2460666.66666667,12.2133333333333,2516533.33333333,8.9924256577882,89.3687538787163,0.189962983559159,69247.0,9.16744185688111,61.1698788712294,10.6066666666667,1.39038676030602,1.35424183232306,0.587868726982276,159310.0,45834.0,38531.0,764.736,0.701034153499219,3.23029300064008,0.627215875573912,41067.0,6.44052257620903,0.46200120837697,0.461723684653127,1.3531209079005,0.6958,96.5469165073698,1.51843794638978,499.443,0.328725759127679,37116152430.7234,35854484364.0665,23607250417.0125,1.25190032255208,23777.6666666667,25936.5793522375,-0.260379758934461,-0.112558342190561,0.548874434042901,-0.168747024170715,3.88933148092376,0.988488426848399,0.604671494540195,34424360133.3624,34326182966.2615,22590504934.1604,72.9392815814839,1.25190032255208,64.799836395,24579000000.0,-7.51208388135869,-9.92311227267116,0.717668267076489,-2691792297.36096,-1528301397.80504,-1016745482.85206,60.4904545753257,65.2600066356658,6.33463119708097,0.46200120837697,0.461723684653127,1.04613333363984,0.913009780390577,71.3629005682008
1985-04-01,61.1407752285841,278198.0,0.609649682443371,0.823288008137564,2451933.33333333,11.94,2335200.0,8.9924256577882,89.3018360547711,0.20448650130865,69905.0,7.64544622187827,61.941296254567,10.2866666666667,0.372287362908906,1.15855365369783,0.590057287963325,159859.0,46775.0,38511.0,775.58,0.904812542019711,3.4141507310351,0.632891003481644,41688.0,6.46105357946867,0.468421811608843,0.467868313845644,1.83031869078381,0.704,96.8721119596776,1.43374235404658,511.848,0.33489634639213,36185908527.5407,35628859818.5552,24848799808.7092,1.68790500005006,27461.3333333333,28013.9038416816,1.91316962589182,2.40724814297053,0.559375332999295,1.87712313170253,3.03970414019292,1.00441830795057,0.609649682443371,36044588288.5616,35178068074.5842,24535691059.9025,80.315122220243,1.68790500005006,65.695867836,26551000000.0,8.30183880114276,-2.50551978929424,0.834852107733812,-141320238.979078,-450791743.971024,-313108748.8067,61.5956551475539,67.0717504973899,5.77857225093634,0.468421811608843,0.467868313845644,0.336826347305401,0.92523758994938,77.2873335371926
1985-07-01,61.7096468949105,279672.0,0.61284591445631,0.524273546757031,2464166.66666667,11.9333333333333,2418066.66666667,9.08058669364887,89.0007058470181,0.190020846182093,70196.0,-7.07413694008202,62.7100871394458,9.80333333333333,0.551919059121493,1.66560476675973,0.59331392659533,160953.0,47450.0,39538.0,781.301,0.314428679505709,2.46246449802409,0.634880994306602,40973.0,5.66747841487711,0.473360737171822,0.473839852165823,0.930429266229645,0.8046,96.4746508513014,1.32398414326955,523.115,0.32940975746687,32366908196.7263,35358262812.9588,26709369110.8896,1.59710528193142,31465.6666666667,31628.454019577,1.36720681576834,3.87376416506484,0.567023150677788,-1.63829464978268,0.385974691489587,1.02782476227714,0.61284591445631,31522950437.3,34016863910.2868,25702786958.6224,75.7815772309707,1.59710528193142,66.25257643,24611000000.0,4.85507341335983,4.46165780448459,0.735543768193708,-843957759.426304,-1341398902.67197,-1006582152.26728,62.4309811614473,65.6571011807012,5.59489935588203,0.473360737171822,0.473839852165823,-0.410294666169343,0.802280171608089,81.0396903196516
1985-10-01,62.0845850386257,280859.0,0.615201907131136,0.384434752561965,2455766.66666667,11.38,2563933.33333333,9.08058669364887,90.4059801498657,0.208826197885897,70850.0,9.89646772006391,63.5955238573113,9.07666666666666,1.11694683972363,3.47249293216477,0.599940927748076,162503.0,47776.0,40581.0,803.28,0.831305677832338,2.77905151346773,0.640158796059751,41439.0,4.80139676996949,0.478581887052686,0.478886248346564,0.607584328514586,0.8676,97.5947685203615,1.20233999078192,539.763,0.33368743696792,36252833646.1079,35080348254.535,29190666429.4249,2.11901502015523,31715.3333333333,28811.3110127079,0.53899475079889,3.59291107866436,0.570079375695756,1.29858918993324,1.33807287630818,1.05510254670353,0.615201907131136,36147491375.1969,34618427732.3056,28794101236.5218,97.9412261971109,2.11901502015525,67.460751705,27071000000.0,-0.361708749306079,4.64935219238653,0.838162385718482,-105342270.911049,-461920522.229357,-396565192.903126,62.8807720920052,64.366543909336,5.13587619465518,0.478581887052686,0.478886248346564,1.16104868913858,0.978564426080824,80.7465626693549
1986-01-01,62.1621584476702,281525.0,0.617211035877199,0.32658038324881,2446700.0,10.06,2503866.66666667,8.9924256577882,89.8371786463322,0.25966050325689,70861.0,24.3428774194171,64.6239704447741,8.69333333333334,0.744328992701722,2.8131680205216,0.604406462012389,163699.0,48030.0,40831.0,815.565,0.429481341902857,2.50189507067345,0.642908158647378,41022.0,3.53143841515936,0.48380303693355,0.483546225567792,0.124947938359006,0.9117,96.6191821634382,1.09880169990817,544.22,0.329414368691628,33859384075.4806,33209036567.9458,30245043533.1056,2.07377748913711,22024.3333333333,23908.1037554636,0.429838627570769,4.30979501872027,0.572529797060311,-1.28056012989853,0.209478431436704,1.07142654635185,0.617211035877199,33265595153.3408,33501586232.0244,30491971362.4744,79.4147491359818,2.07377748913711,68.263351909,26149000000.0,-6.93388453809182,5.30358021751928,0.752426185915526,-593788922.139715,292549664.07859,246927829.368845,63.1892001586736,60.0233223230111,4.7263204466236,0.48380303693355,0.483546225567792,-0.999629766753079,0.92523758994938,75.1476892453839
1986-04-01,62.6146700004299,284860.0,0.624371083957784,1.16006481809068,2502966.66666667,8.59666666666666,2386233.33333333,9.16874772950954,90.004473206195,0.307564169628332,71630.0,18.4485764182819,65.1726216635545,7.36333333333333,1.73205598259743,4.20600386433969,0.61487512029688,166442.0,48814.0,41630.0,830.686,0.696278197699086,2.29006012502819,0.647384587987268,40789.0,2.41065764432229,0.488036401701817,0.48760536988815,0.727953410981711,0.9355,97.0527760998486,1.08941084044635,551.463,0.326912779260094,34413841151.173,33243490045.8414,30512377308.3845,2.4147312691793,25880.3333333333,26194.5361753753,1.54646687047568,3.93446875430646,0.58138378069545,-0.759405074365695,-2.38389197673938,1.04109593357887,0.624371083957783,33908625108.0482,32605338459.6856,29928876805.619,79.1845408369883,2.41473126917928,69.174126315,32236000000.0,8.96303762891194,5.94647423086623,0.88053394392226,-505216043.124775,-638151586.155802,-583500502.76554,63.5618840725644,58.2363968703516,4.21850667344361,0.488036401701817,0.48760536988815,0.448765893792088,0.961921018625787,81.8832049097054
1986-07-01,63.0025370456524,286285.0,0.627513675155426,0.503321066331565,2541433.33333333,8.37,2499333.33333333,9.25690876537021,89.9040964702773,0.324160715448811,72183.0,5.39612460077333,65.986553774131,7.10666666666667,0.478968244074944,4.13040199631191,0.61782017686382,167082.0,49376.0,42772.0,837.605,0.713002994742352,2.69648411813196,0.652000459487118,41114.0,2.09511837418815,0.491423093516432,0.491772730944281,0.619450753665065,0.9906,97.2334402400196,1.03325370413,558.886,0.330622509578378,30208839908.7135,32997742230.0547,31948985359.9107,2.39338475677502,29455.6666666667,29602.5331069757,1.13044848246612,3.69171419523446,0.587956024821626,1.13477678256575,0.368159134336083,1.03422854185819,0.627513675155426,30353209128.0374,32897430776.7125,31841445417.6932,79.4451518264016,2.39338475677502,69.768893726,30559000000.0,0.95717274408256,2.00800163847145,0.760370853078734,144369219.323827,-100311453.342215,-107539942.217414,64.2686983920127,55.9158756228009,3.78458643706107,0.491423093516432,0.491772730944281,0.186150409530896,0.827754774855594,82.6669686290824
1986-10-01,63.4162618938898,286695.0,0.628982993159495,0.234149160766166,2577566.66666667,9.45,2676900.0,9.25690876537021,90.5732747097286,0.328234413048904,72762.0,1.25669071110388,66.3512585008304,7.67466666666667,0.312289023144691,3.30176402287061,0.619749561458938,167703.0,49838.0,42268.0,843.034,0.825196249834121,2.6902616778772,0.657380742827706,40792.0,2.14493960849645,0.494668673172104,0.495036809490378,0.656679663451674,1.0162,97.8476983166009,1.00255555369229,574.498,0.327283214315701,33118786749.7412,32150735490.2837,32069430984.8822,2.24009156483667,29762.0,27371.7819291691,0.918990621915085,4.08362604357564,0.593359285550721,-1.01000239425194,-1.91922797885693,1.04341190207039,0.628982993159495,34113364138.1981,32636742957.2365,32556842561.4126,82.4266254939611,2.24009156483667,69.999562222,28579000000.0,2.26079241120909,4.69287408380116,0.876892638139123,994577388.456865,486007466.952864,487411576.530366,64.7441916614597,55.0100036919388,3.37252556313248,0.494668673172104,0.495036809490378,0.63173541434411,0.989773251509726,84.5358971824253
