1185049.97	2733171.06	3095067.7	3095067.7	3159223.73	0.043710909	0.043605946	NaN	NaN	NaN	NaN	-0.68619
1197241.58	2770618.26	3156197	3156197	3224765.55	0.045668894	0.04550158	NaN	NaN	NaN	NaN	-0.439623
1204700.8	2809633.21	3218942.14	3218942.14	3286064.32	0.043365719	0.04337855	NaN	NaN	NaN	NaN	-0.835435
1210852.2	2842159.87	3269383.34	3269383.34	3353062.09	0.040845783	0.040837983	2.877683401	7.506441696	6.626624651	7.9730667	-0.82174
1229810	2888004.17	3344104.82	3344104.82	3414717.46	0.055493888	0.055107109	3.651061296	8.070769092	6.535327058	7.6973613	0.332623
1235555.16	2921040.87	3406387.85	3406387.85	3471889.59	0.062481221	0.061670909	3.61995244	8.159731014	6.379631784	7.5616234	1.892146
1257769.14	2966537.61	3459924.09	3459924.09	3527719.5	0.053169535	0.052762053	4.489566803	7.068313131	6.171635041	7.2121686	1.565694
1266105.56	2994363.07	3513769.36	3513769.36	3573851.31	0.046805951	0.046848809	4.693180561	7.182759436	5.935760189	6.9246534	2.064361
1281387.86	3052266.9	3573384.07	3573384.07	3614701.09	0.029985328	0.030761476	4.287382126	6.642894606	5.701435893	6.717998	1.090053
1298873.38	3096035.51	3625340.77	3625340.77	3659049.85	0.014650707	0.01615742	4.460041046	5.878695751	5.496137874	6.3871415	0.139681
1330920.89	3152407.66	3685898.85	3685898.85	3694851.82	0.01772522	0.019095794	5.264898777	7.113295159	5.341148671	6.2130391	0.652722
1370445.95	3225106.92	3743187.27	3743187.27	3724868.03	0.021854421	0.022943863	7.008533478	7.210912356	5.250185	6.0828078	-0.138575
1389696.67	3267715.49	3774905.6	3774905.6	3752906.81	0.022761276	0.023232239	6.856228828	5.936768466	5.229252771	5.9320437	-0.665565
1401331.76	3290292.11	3797710.61	3797710.61	3788369.53	0.019004864	0.019141836	6.981019497	4.888663099	5.27586824	5.6835316	-1.169695
1408460.14	3297745.37	3812032.23	3812032.23	3835256.67	0.008974514	0.008890992	5.54205513	2.502498345	5.377217735	5.465574	-3.178139
1414810.9	3302960.16	3834404.36	3834404.36	3875555.55	0.004053492	0.00362764	3.920416117	1.465209109	5.508867439	5.1678661	-3.783326
1426393.4	3331616.95	3869912.84	3869912.84	3934384.07	0.005852103	0.005312296	3.965904474	2.419966498	5.636732866	4.939924	-3.565324
1442389.82	3372242.89	3923555.51	3923555.51	3982634.55	0.008397272	0.008136283	4.357620716	3.719594037	5.724120939	4.7925412	-2.338211
1465832.88	3423115.05	3986044.89	3986044.89	4033278.52	0.017720165	0.017580856	5.372009277	6.077309129	5.742946134	4.6582354	-0.223168
1492966.25	3473792.26	4055096.53	4055096.53	4088127.62	0.020110493	0.020485616	6.202527046	6.699639986	5.685133104	4.5475144	-0.017411
1512488.74	3511578.71	4092049.67	4092049.67	4138509.49	0.016101784	0.016669821	6.764904976	6.433473129	5.568686625	4.3993784	0.440308
1538264.46	3556206.15	4131447.34	4131447.34	4192671.46	0.014819483	0.015151779	6.957556248	5.487101913	5.434228295	4.2351753	0.5772
1582851.25	3603057.91	4173405.3	4173405.3	4252834.52	0.007724645	0.008092518	7.024666309	3.903979684	5.331752437	4.2387499	-0.217852
1618988.59	3643662.82	4208761.11	4208761.11	4332120.23	0.004593744	0.004554414	6.940377235	3.386226755	5.302158892	4.3146616	-0.789784
1636406.14	3664412.44	4248142.31	4248142.31	4398166.98	0.006283045	0.006100957	7.062776566	2.880315361	5.361278927	4.4428314	-0.181906
1681946.95	3710722.28	4311273.71	4311273.71	4476491.52	0.011582972	0.011344219	7.719444275	2.794329586	5.493741414	4.712106	-0.790997
1718722.54	3753445.31	4361147.29	4361147.29	4558868.35	0.015766272	0.015307169	6.956990719	2.360568133	5.659963717	4.8620574	-0.599235
1743452.91	3791887.06	4402857.28	4402857.28	4659633.25	0.01451498	0.014164834	7.360424995	2.242959361	5.813570634	4.9050569	-0.083801
1795928.92	3852840.55	4465515.65	4465515.65	4750218.92	0.018895048	0.018540483	8.274755478	2.606909695	5.92154205	4.8879089	-0.41538
1824027.5	3887075.09	4523654.08	4523654.08	4865914.27	0.015153347	0.014895297	6.913955688	1.546537994	5.977914725	4.8434535	0.016374
1866241.18	3944132.52	4578460.83	4578460.83	4983090.66	0.012509972	0.012435116	7.323320866	3.140209986	6.004768551	4.7076104	-0.147655
1969064.32	4065484.62	4629931.99	4629931.99	5126650.11	0.012780831	0.012783051	11.28617191	3.494909816	6.040173217	4.6727045	1.292169
2011573.21	4110593.36	4691543.82	4691543.82	5220675.38	0.009007824	0.009188216	9.664723396	3.533702617	6.118869474	4.7384981	2.148631
2063166.26	4170340.63	4763625.36	4763625.36	5362457.74	0.013326753	0.013386605	10.31179142	4.854493108	6.254736392	4.8516523	2.486471
2093322.38	4206628.66	4813071.54	4813071.54	5481460.2	0.019858608	0.019413677	9.277029991	3.587323889	6.433006518	5.0326088	2.193791
2171136.64	4270678.3	4891893.84	4891893.84	5604649.41	0.028470681	0.027829655	6.061535358	3.017595272	6.615385214	5.1503688	1.240617
2202540.68	4310607.14	4951435.99	4951435.99	5748751.84	0.036593147	0.035407695	5.917930126	1.949382777	6.755176843	5.3503436	-0.187954
2206562.81	4337975.64	4976750.68	4976750.68	5870992.17	0.028388532	0.027131593	4.681927681	1.299860993	6.81519711	5.3457761	-0.968665
2212072.45	4364364.49	5008727.69	5008727.69	6009335.77	0.020217548	0.019290423	3.839238644	1.420226662	6.780617448	5.3914114	-1.20997
2228923.54	4404073.39	5081945.97	5080008.58	6120588.11	0.015765033	0.015435787	2.307754755	2.532804253	6.661947604	5.6101622	-2.324197
2258698.99	4464180.91	5164084.75	5134760.13	6225426.15	0.008498195	0.013928183	3.276295424	4.36719228	6.488289954	5.7451132	-1.214007
2297507.91	4537939.44	5270573.29	5203023.32	6309446.44	0.012772595	0.025724559	4.48060894	6.057915787	6.295209376	5.9388351	1.005298
2342904.56	4619874.4	5386161.15	5284056.92	6402708.45	0.015710771	0.035362315	6.110781193	5.928227378	6.113111148	6.1476045	2.159558
2377188.06	4695685.77	5471433.39	5369248.43	6471660.91	0.021230492	0.040052808	6.800755978	6.266942673	5.960550339	6.2204885	2.158897
2419083.15	4759625.88	5548495.55	5446351.36	6573867.85	0.027654655	0.0407718	6.721894264	5.897852893	5.843656946	6.1661099	2.250717
2479113.55	4835076.17	5642830.35	5504101.3	6641683.74	0.027428158	0.039552467	7.021925449	5.439703157	5.759839926	6.2503161	1.780275
2552212.65	4930235.25	5762032.44	5573152.29	6708323.79	0.029004443	0.04308262	7.633675575	6.817804562	5.702668032	6.361855	1.682509
2615477.1	5029453.83	5891644.14	5661080.37	6791450.78	0.026539657	0.047663864	8.502364159	7.12163513	5.665587737	6.5595248	2.623962
2690680.64	5157426.06	6029114.78	5751387.07	6880756.03	0.025844446	0.054646871	9.654138565	7.177173683	5.643944043	6.8470796	2.259113
2761708.65	5248182.39	6117303.77	5828661.83	6964733.09	0.029069877	0.052723539	9.674351692	7.246667031	5.636150011	7.1103686	2.563137
2833939.11	5319283.7	6198223.23	5916223.35	7060036.18	0.033741811	0.047053822	9.21922493	6.499057249	5.644868463	7.1809019	1.74829
2902671.22	5387373.96	6269332.28	6000777.18	7159625.16	0.034412513	0.038214271	8.788909912	5.527724078	5.677925529	7.2190201	0.367319
2967041.6	5463993.11	6351869.29	6097966.57	7269905.16	0.036721462	0.030160861	7.641223907	5.552734346	5.74752262	7.1927246	-0.692378
3026168.73	5550535.64	6452401.55	6206087.97	7392621.6	0.04140325	0.031758827	8.047266006	5.503184453	5.866398781	7.1476049	0.273418
