Libellé;;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2-M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3-M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Banques centrales nationales - Administrations centrales et IFM - Agrégat de monnaie M1 - Inférieur ou égal à 3 mois - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Banques centrales nationales - Administrations centrales et IFM - Agrégat de monnaie M2 - Inférieur ou égal à 3 mois - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Banques centrales nationales - Administrations centrales et IFM - Agrégat de monnaie M3 - Inférieur ou égal à 3 mois - Autres résidents et administrations publiques non centrales - Encours - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2-M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3-M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Flux net - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M2-M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M3-M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;Intra UEM - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M1 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M2 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée;France - Administrations centrales et IFM - Agrégat de monnaie M3 - Intra UEM - Autres résidents et administrations publiques non centrales - Taux d'intérêt - Série arrêtée
IdBank;;000652874;000652875;000652876;000652877;000652878;000652879;000652880;000652881;000653043;000653044;000653045;000659160;000659161;000659162;000803639;000803640;000810031;000810032;000810033;000810034;000810050;000810186;000810187;000810188
Année;Mois
1984;6;626 388;12 819;1 590 898;14 023;958 282;1 667 891;14 447;76 988;187 545;408 698;416 908;7 251;9 130;9 653;1 051;424;;;;;;;;
1984;5;613 569;4 102;1 576 875;8 879;957 230;1 653 444;9 782;76 564;180 295;399 569;407 256;-1 621;-3 318;-2 790;4 850;902;;;;;;;;
1984;4;609 466;9 151;1 567 996;12 871;952 380;1 643 663;13 259;75 662;181 915;402 886;410 045;3 506;3 781;4 304;3 714;388;;;;;;;;
1984;3;600 316;-2 010;1 555 125;-1 194;948 667;1 630 403;50;75 274;178 409;399 105;405 741;2 044;2 882;3 444;761;1 245;;;;;;;;
1984;2;602 326;-6 752;1 556 319;-4 485;947 906;1 630 353;-3 647;74 029;176 366;396 224;402 298;-2 807;-3 718;-3 160;2 415;838;;;;;;;;
1984;1;609 078;-19 605;1 560 804;-18 457;945 491;1 634 000;-13 632;73 191;179 173;399 942;405 458;-8 023;-6 557;-6 002;1 428;4 825;;;;;;;;
1983;12;628 682;26 640;1 579 262;63 206;944 063;1 647 633;63 531;68 366;187 196;406 499;411 460;12 599;21 296;21 593;35 791;324;;;;;;;;
1983;11;602 042;12 173;1 516 055;15 669;908 274;1 584 102;16 587;68 042;174 597;385 203;389 867;-429;664;949;3 539;918;;;;;;;;
1983;10;589 869;6 769;1 500 386;13 084;904 733;1 567 514;14 415;67 124;175 026;384 539;388 918;4 580;8 160;8 449;6 269;1 331;;;;;;;;
1983;9;583 100;3 413;1 487 302;4 482;898 465;1 553 100;5 233;65 792;170 446;376 379;380 469;3 266;3 753;4 050;951;752;;;;;;;;
1983;8;579 688;-11 497;1 482 821;-4 270;897 514;1 547 866;-4 250;65 041;167 181;372 627;376 420;-5 874;-4 527;-4 234;7 299;21;;;;;;;;
1983;7;591 184;2 829;1 487 091;12 619;890 215;1 552 116;13 448;65 020;173 055;377 154;380 654;2 032;4 427;4 721;9 647;829;;;;;;;;
1983;6;588 355;15 379;1 474 472;13 848;880 568;1 538 668;14 553;64 191;171 023;372 727;375 933;4 144;4 818;5 033;-1 726;705;;;;;;;;
1983;5;572 976;10 565;1 460 624;10 177;882 294;1 524 115;10 746;63 486;166 878;367 908;370 899;1 176;-270;-53;-313;568;;;;;;;;
1983;4;562 411;6 197;1 450 447;9 215;882 607;1 513 369;9 342;62 918;165 702;368 178;370 952;3 237;5 047;5 261;2 999;126;;;;;;;;
1983;3;556 214;-2 442;1 441 231;-3 370;879 609;1 504 028;-3 149;62 792;162 465;363 131;365 691;-464;-134;20;-888;221;;;;;;;;
1983;2;558 656;-1 796;1 444 602;2 286;880 496;1 507 177;1 690;62 571;162 929;363 265;365 671;-1 862;-1 557;-1 398;4 158;-596;;;;;;;;
1983;1;560 452;-10 126;1 442 316;-7 602;876 338;1 505 487;-6 166;63 167;164 791;364 822;367 069;-4 106;-1 755;-1 597;2 778;1 436;;;;;;;;
1982;12;570 578;17 581;1 449 918;57 957;873 560;1 511 653;60 977;61 731;168 897;366 577;368 666;7 437;15 576;15 674;39 765;3 020;;;;;;;;
1982;11;552 998;15 175;1 391 960;13 522;833 794;1 450 676;14 423;58 711;161 460;351 001;352 992;-2 680;-3 166;-3 067;-1 827;901;;;;;;;;
1982;10;537 823;3 056;1 378 438;8 117;835 622;1 436 253;8 179;57 810;164 140;354 167;356 059;4 598;6 106;6 205;4 978;62;;;;;;;;
1982;9;534 767;8 443;1 370 321;11 776;830 644;1 428 074;12 356;57 748;159 541;348 060;349 853;3 452;5 151;5 274;3 217;580;;;;;;;;
1982;8;526 324;-1 748;1 358 546;4 141;827 427;1 415 718;4 408;57 168;156 089;342 909;344 579;-2 580;-1 799;-1 671;5 976;267;;;;;;;;
1982;7;528 072;-4 356;1 354 405;6 279;821 451;1 411 310;6 488;56 901;158 669;344 708;346 250;1 050;2 962;3 084;10 536;209;;;;;;;;
1982;6;532 429;13 413;1 348 126;14 619;810 914;1 404 822;20 529;56 693;157 619;341 746;343 166;3 777;6 209;6 358;1 067;5 910;;;;;;;;
1982;5;519 015;10 632;1 333 507;12 192;809 847;1 384 293;12 439;50 782;153 842;335 537;336 808;2 528;1 486;1 639;1 599;248;;;;;;;;
1982;4;508 383;2 243;1 321 315;8 069;808 248;1 371 854;5 037;50 535;151 313;334 050;335 168;1 527;2 286;2 431;5 790;-3 032;;;;;;;;
1982;3;506 140;447;1 313 246;4 348;802 457;1 366 817;6 055;53 567;149 786;331 764;332 737;322;2 929;3 024;3 936;1 706;;;;;;;;
1982;2;505 693;-2 492;1 308 897;4 388;798 521;1 360 762;5 324;51 861;149 464;328 835;329 713;-1 305;-139;-40;6 922;936;;;;;;;;
1982;1;508 185;-10 950;1 304 509;-3 798;791 599;1 355 438;-1 468;50 924;150 769;328 974;329 753;-4 536;-1 242;-1 147;7 350;2 330;;;;;;;;
1981;12;519 135;16 007;1 308 307;52 216;784 248;1 356 906;52 293;48 596;155 306;330 217;330 901;7 669;14 901;14 981;35 624;76;;;;;;;;
1981;11;503 127;14 503;1 256 091;16 967;748 625;1 304 614;18 100;48 519;147 637;315 316;315 920;-452;-616;-587;2 446;1 132;;;;;;;;
1981;10;488 624;-3 015;1 239 123;3 612;746 180;1 286 514;3 813;47 387;148 089;315 932;316 507;1 756;4 999;5 033;6 620;201;;;;;;;;
1981;9;491 639;8 702;1 235 511;12 983;739 559;1 282 701;14 077;47 186;146 333;310 933;311 474;7 033;10 138;10 172;4 204;1 094;;;;;;;;
1981;8;482 938;-3 514;1 222 528;-1 612;735 354;1 268 624;-814;46 093;139 300;300 795;301 302;-2 466;-5 881;-5 866;2 030;798;;;;;;;;
1981;7;486 452;-8 487;1 224 139;-189;733 324;1 269 438;1 072;45 295;141 766;306 676;307 168;136;684;699;8 280;1 261;;;;;;;;
1981;6;494 939;8 782;1 224 328;8 000;725 044;1 268 366;9 950;44 034;141 630;305 992;306 469;2 824;4 158;4 177;-835;1 950;;;;;;;;
1981;5;486 156;8 947;1 216 328;14 339;725 878;1 258 416;15 986;42 084;138 806;301 834;302 292;1 414;1 959;1 966;5 423;1 647;;;;;;;;
1981;4;477 209;629;1 201 989;6 913;720 455;1 242 430;7 384;40 437;137 391;299 874;300 325;2 912;4 518;4 525;6 294;470;;;;;;;;
1981;3;476 580;1 400;1 195 076;3 629;714 161;1 235 046;8 107;39 967;134 480;295 357;295 801;436;1 478;1 487;2 225;4 479;;;;;;;;
1981;2;475 181;-1 327;1 191 447;5 651;711 935;1 226 939;7 008;35 488;134 044;293 879;294 314;-723;6;8;6 967;1 356;;;;;;;;
1981;1;476 508;-16 142;1 185 796;-12 247;704 970;1 219 931;-10 529;34 131;134 767;293 873;294 306;-5 306;-2 449;-2 446;4 044;1 718;;;;;;;;
1980;12;492 650;10 663;1 198 043;43 796;700 925;1 230 460;43 832;32 413;140 073;296 322;296 752;6 115;11 997;12 003;32 643;36;;;;;;;;
1980;11;481 987;17 255;1 154 247;25 324;668 282;1 186 628;26 981;32 377;133 958;284 325;284 749;1 292;2 304;2 306;8 007;1 658;;;;;;;;
1980;10;464 732;-1 270;1 128 923;4 831;660 275;1 159 646;4 554;30 719;132 666;282 021;282 443;1 876;3 302;3 304;6 030;-277;;;;;;;;
1980;9;466 001;6 738;1 124 092;6 570;654 245;1 155 093;7 219;30 997;130 790;278 719;279 139;3 307;4 922;4 924;-170;649;;;;;;;;
1980;8;459 264;-6 780;1 117 522;-46;654 415;1 147 873;-275;30 347;127 483;273 797;274 215;-2 076;-1 118;-1 116;6 809;-229;;;;;;;;
1980;7;466 043;-1 123;1 117 568;5 517;647 607;1 148 148;5 728;30 576;129 559;274 915;275 331;151;2 051;2 052;6 587;210;;;;;;;;
1980;6;467 166;14 880;1 112 051;14 423;641 020;1 142 421;14 850;30 366;129 408;272 864;273 279;3 792;5 259;5 262;-538;427;;;;;;;;
1980;5;452 286;3 340;1 097 628;5 559;641 557;1 127 571;5 886;29 940;125 616;267 605;268 017;52;-387;-384;2 267;326;;;;;;;;
1980;4;448 946;1 095;1 092 068;2 006;639 290;1 121 685;2 152;29 614;125 564;267 992;268 401;1 758;2 074;2 074;870;146;;;;;;;;
1980;3;447 850;7 777;1 090 062;10 039;638 420;1 119 533;12 142;29 468;123 806;265 918;266 327;2 267;2 632;2 635;2 207;2 103;;;;;;;;
1980;2;440 074;-4 779;1 080 023;-257;636 213;1 107 391;284;27 365;121 539;263 286;263 692;-2 038;-1 177;-1 174;4 533;541;;;;;;;;
1980;1;444 852;;1 080 280;;631 679;1 107 107;;26 824;123 577;264 463;264 866;;;;;;;;;;;;;
